ticket_id,category,priority,status,department,assigned_agent,created_date,resolved_date,resolution_hours,sla_breached,is_weekend
TKT-02063,Printer,Low,Resolved,Sales,Neha Gupta,2023-05-11 01:23:57,2023-05-13 06:23:57,53.0,No,No
TKT-02064,Email,Medium,Resolved,IT,Suresh Kumar,2023-01-20 10:57:51,2023-01-21 15:57:51,29.0,No,No
TKT-02065,Printer,Medium,Closed,Operations,Anjali Mehta,2023-07-30 03:44:43,2023-07-30 16:44:43,13.0,No,Yes
TKT-02066,Hardware,Medium,In Progress,Operations,Suresh Kumar,2024-04-20 11:54:48,,,,Yes
TKT-02067,Printer,Low,Resolved,Sales,Suresh Kumar,2023-03-13 18:31:55,2023-03-16 21:31:55,75.0,Yes,No
TKT-02068,Software,Medium,Resolved,Sales,Priya Singh,2024-07-27 07:08:45,2024-07-28 21:08:45,38.0,No,Yes
TKT-02069,Network,Low,Resolved,Marketing,Priya Singh,2024-03-31 13:26:23,2024-04-04 05:26:23,88.0,Yes,Yes
TKT-02070,Software,Medium,Resolved,Operations,Suresh Kumar,2023-05-12 20:27:31,2023-05-13 14:27:31,18.0,No,No
TKT-02071,Email,Medium,Resolved,Marketing,Rohit Verma,2024-04-30 09:35:50,2024-05-01 03:35:50,18.0,No,No
TKT-02072,Software,High,Open,Sales,Priya Singh,2023-02-16 03:56:24,,,,No
TKT-02073,Email,Medium,Resolved,Sales,Suresh Kumar,2023-12-12 15:09:30,2023-12-13 12:09:30,21.0,No,No
TKT-02074,Email,Critical,Resolved,Finance,Vikram Joshi,2023-11-24 14:30:00,2023-11-24 23:30:00,9.0,Yes,No
TKT-02075,Email,High,Closed,IT,Priya Singh,2023-07-17 13:06:30,2023-07-18 04:06:30,15.0,No,No
TKT-02076,Email,Low,Resolved,Sales,Amit Sharma,2024-03-03 06:36:46,2024-03-04 09:36:46,27.0,No,Yes
TKT-02077,Hardware,Low,Resolved,HR,Suresh Kumar,2023-02-21 19:57:22,2023-02-25 01:57:22,78.0,Yes,No
TKT-02078,Printer,Medium,Resolved,Marketing,Suresh Kumar,2023-08-15 18:28:17,2023-08-15 23:28:17,5.0,No,No
TKT-02079,Email,High,Resolved,Finance,Priya Singh,2024-10-23 02:35:33,2024-10-23 23:35:33,21.0,No,No
TKT-02080,Network,Critical,Resolved,Finance,Priya Singh,2023-05-23 13:37:06,2023-05-23 19:37:06,6.0,Yes,No
TKT-02081,Software,Low,In Progress,IT,Priya Singh,2023-09-15 02:58:19,,,,No
TKT-02082,Hardware,Medium,Closed,Sales,Vikram Joshi,2023-08-08 04:34:18,2023-08-08 16:34:18,12.0,No,No
TKT-02083,Access/Login,Low,Resolved,Finance,Priya Singh,2024-08-25 21:12:45,2024-08-27 11:12:45,38.0,No,Yes
TKT-02084,Software,Medium,Resolved,Legal,Suresh Kumar,2023-05-04 02:52:12,2023-05-05 11:52:12,33.0,No,No
TKT-02085,Hardware,High,Resolved,IT,Neha Gupta,2024-04-15 03:13:47,2024-04-16 09:13:47,30.0,Yes,No
TKT-02086,Email,High,Resolved,Legal,Rohit Verma,2023-01-07 06:38:18,2023-01-07 23:38:18,17.0,No,Yes
TKT-02087,Email,Medium,Resolved,Operations,Suresh Kumar,2024-03-22 08:59:40,2024-03-24 18:59:40,58.0,Yes,No
TKT-02088,Software,Medium,Closed,Operations,Vikram Joshi,2024-06-16 22:33:09,2024-06-17 13:33:09,15.0,No,Yes
TKT-02089,Software,Low,Resolved,Sales,Priya Singh,2024-12-23 20:13:27,2024-12-25 19:13:27,47.0,No,No
TKT-02090,Access/Login,Critical,Closed,Operations,Priya Singh,2024-08-17 22:21:17,2024-08-17 23:21:17,1.0,No,Yes
TKT-02091,Access/Login,Medium,Resolved,HR,Neha Gupta,2023-06-19 21:27:34,2023-06-22 00:27:34,51.0,Yes,No
TKT-02092,Hardware,Medium,Resolved,Sales,Rohit Verma,2023-09-29 04:01:08,2023-09-30 15:01:08,35.0,No,No
TKT-02093,Software,High,Closed,Operations,Suresh Kumar,2023-02-05 07:37:29,2023-02-05 10:37:29,3.0,No,Yes
TKT-02094,Network,Low,Resolved,Marketing,Priya Singh,2023-01-03 03:18:20,2023-01-04 00:18:20,21.0,No,No
TKT-02095,Hardware,Low,Closed,Sales,Neha Gupta,2023-09-19 04:43:16,2023-09-20 09:43:16,29.0,No,No
TKT-02096,Network,High,Resolved,IT,Rohit Verma,2023-04-03 03:19:59,2023-04-03 07:19:59,4.0,No,No
TKT-02097,Hardware,Medium,Closed,Legal,Vikram Joshi,2024-07-14 09:06:39,2024-07-15 08:06:39,23.0,No,Yes
TKT-02098,Access/Login,High,Resolved,Legal,Priya Singh,2023-06-29 06:05:52,2023-06-29 10:05:52,4.0,No,No
TKT-02099,Hardware,Low,Closed,Operations,Amit Sharma,2024-04-15 01:25:53,2024-04-17 22:25:53,69.0,No,No
TKT-02100,Printer,Low,Closed,Finance,Priya Singh,2024-10-28 02:29:34,2024-10-28 13:29:34,11.0,No,No
TKT-02101,Network,Medium,Resolved,Operations,Amit Sharma,2024-04-16 16:49:26,2024-04-17 05:49:26,13.0,No,No
TKT-02102,Access/Login,Low,Resolved,Legal,Suresh Kumar,2024-12-04 05:53:51,2024-12-06 14:53:51,57.0,No,No
TKT-02103,Access/Login,Low,Resolved,HR,Anjali Mehta,2024-04-05 20:23:19,2024-04-07 13:23:19,41.0,No,No
TKT-02104,Hardware,Low,Resolved,HR,Rohit Verma,2024-06-27 00:52:55,2024-06-29 20:52:55,68.0,No,No
TKT-02105,Printer,High,Closed,Marketing,Neha Gupta,2024-04-26 15:42:05,2024-04-27 13:42:05,22.0,No,No
TKT-02106,Network,High,Closed,Legal,Anjali Mehta,2023-02-07 10:23:39,2023-02-07 20:23:39,10.0,No,No
TKT-02107,Access/Login,Low,Open,Finance,Vikram Joshi,2023-07-17 20:54:05,,,,No
TKT-02108,Network,High,Resolved,IT,Neha Gupta,2023-11-15 02:11:52,2023-11-15 15:11:52,13.0,No,No
TKT-02109,Network,Medium,Closed,Finance,Neha Gupta,2024-05-06 15:47:12,2024-05-08 00:47:12,33.0,No,No
TKT-02110,Printer,Low,Closed,IT,Priya Singh,2024-06-23 23:15:25,2024-06-25 03:15:25,28.0,No,Yes
TKT-02111,Access/Login,Low,Resolved,Marketing,Neha Gupta,2024-06-01 11:14:25,2024-06-03 20:14:25,57.0,No,Yes
TKT-02112,Access/Login,Critical,Resolved,Finance,Anjali Mehta,2024-12-13 05:38:27,2024-12-13 06:38:27,1.0,No,No
TKT-02113,Network,Medium,Resolved,Marketing,Vikram Joshi,2023-10-28 03:27:35,2023-10-28 12:27:35,9.0,No,Yes
TKT-02114,Network,High,Closed,HR,Vikram Joshi,2023-10-14 06:28:43,2023-10-14 19:28:43,13.0,No,Yes
TKT-02115,Software,Medium,Closed,HR,Amit Sharma,2024-02-16 06:19:50,2024-02-18 10:19:50,52.0,Yes,No
TKT-02116,Network,Low,Closed,Marketing,Suresh Kumar,2024-03-21 11:24:52,2024-03-23 20:24:52,57.0,No,No
TKT-02117,Network,High,Resolved,Operations,Rohit Verma,2023-05-21 20:02:43,2023-05-21 23:02:43,3.0,No,Yes
TKT-02118,Email,Low,Resolved,IT,Neha Gupta,2023-05-06 09:07:57,2023-05-09 12:07:57,75.0,Yes,Yes
TKT-02119,Printer,High,Closed,Finance,Vikram Joshi,2024-06-03 15:49:45,2024-06-04 14:49:45,23.0,No,No
TKT-02120,Printer,High,Resolved,Finance,Vikram Joshi,2023-04-22 12:33:11,2023-04-23 09:33:11,21.0,No,Yes
TKT-02121,Network,Medium,Resolved,Sales,Amit Sharma,2023-12-13 20:42:51,2023-12-14 13:42:51,17.0,No,No
TKT-02122,Software,Medium,Open,Finance,Neha Gupta,2024-10-20 11:53:01,,,,Yes
TKT-02123,Hardware,Critical,Resolved,HR,Rohit Verma,2024-02-14 20:13:16,2024-02-15 00:13:16,4.0,No,No
TKT-02124,Access/Login,Critical,Resolved,Marketing,Neha Gupta,2024-08-22 01:04:20,2024-08-22 09:04:20,8.0,Yes,No
TKT-02125,Network,Medium,In Progress,Legal,Neha Gupta,2023-10-28 20:31:52,,,,Yes
TKT-02126,Printer,Medium,Closed,Operations,Priya Singh,2024-09-23 15:44:20,2024-09-25 05:44:20,38.0,No,No
TKT-02127,Email,High,Resolved,Legal,Amit Sharma,2023-08-30 12:44:27,2023-08-30 22:44:27,10.0,No,No
TKT-02128,Email,Medium,In Progress,IT,Amit Sharma,2024-11-01 00:04:27,,,,No
TKT-02129,Hardware,High,Closed,Legal,Vikram Joshi,2024-10-22 22:35:18,2024-10-23 14:35:18,16.0,No,No
TKT-02130,Hardware,Medium,Closed,IT,Anjali Mehta,2024-06-27 18:10:08,2024-06-29 01:10:08,31.0,No,No
TKT-02131,Network,Low,Resolved,IT,Anjali Mehta,2024-02-05 18:07:22,2024-02-06 12:07:22,18.0,No,No
TKT-02132,Access/Login,Medium,Resolved,IT,Neha Gupta,2023-04-18 21:13:29,2023-04-19 23:13:29,26.0,No,No
TKT-02133,Network,Low,Open,IT,Neha Gupta,2024-01-16 03:44:34,,,,No
TKT-02134,Software,Low,Closed,Finance,Rohit Verma,2024-07-06 22:46:49,2024-07-08 04:46:49,30.0,No,Yes
TKT-02135,Access/Login,High,Resolved,HR,Vikram Joshi,2023-09-21 04:12:34,2023-09-21 23:12:34,19.0,No,No
TKT-02136,Access/Login,High,In Progress,Legal,Vikram Joshi,2024-11-20 05:45:41,,,,No
TKT-02137,Software,Low,Resolved,Legal,Rohit Verma,2023-02-12 05:49:31,2023-02-14 12:49:31,55.0,No,Yes
TKT-02138,Hardware,Low,Resolved,HR,Amit Sharma,2024-06-14 16:43:42,2024-06-18 04:43:42,84.0,Yes,No
TKT-02139,Hardware,High,Resolved,Finance,Neha Gupta,2023-09-01 01:23:12,2023-09-01 11:23:12,10.0,No,No
TKT-02140,Network,Medium,Closed,Legal,Suresh Kumar,2024-12-10 20:53:58,2024-12-11 09:53:58,13.0,No,No
TKT-02141,Email,High,Resolved,Legal,Anjali Mehta,2024-03-13 19:35:26,2024-03-14 12:35:26,17.0,No,No
TKT-02142,Software,Medium,Resolved,Legal,Rohit Verma,2023-07-16 15:30:02,2023-07-18 16:30:02,49.0,Yes,Yes
TKT-02143,Network,Critical,Resolved,Marketing,Anjali Mehta,2024-11-30 06:09:15,2024-11-30 10:09:15,4.0,No,Yes
TKT-02144,Network,Medium,Resolved,IT,Priya Singh,2024-05-07 05:12:46,2024-05-07 12:12:46,7.0,No,No
TKT-02145,Email,High,Resolved,IT,Priya Singh,2023-02-11 04:52:13,2023-02-11 08:52:13,4.0,No,Yes
TKT-02146,Network,Medium,Closed,Marketing,Neha Gupta,2024-02-20 07:31:14,2024-02-21 14:31:14,31.0,No,No
TKT-02147,Printer,Medium,In Progress,Finance,Neha Gupta,2023-03-31 09:08:28,,,,No
TKT-02148,Software,Medium,Resolved,Legal,Vikram Joshi,2024-07-29 03:22:35,2024-07-30 08:22:35,29.0,No,No
TKT-02149,Access/Login,Medium,Resolved,Marketing,Vikram Joshi,2024-08-07 08:17:07,2024-08-08 17:17:07,33.0,No,No
TKT-02150,Printer,Critical,Resolved,Sales,Vikram Joshi,2023-02-23 18:56:23,2023-02-23 21:56:23,3.0,No,No
TKT-02151,Hardware,High,Resolved,Sales,Neha Gupta,2023-02-25 01:26:03,2023-02-26 07:26:03,30.0,Yes,Yes
TKT-02152,Software,Low,Resolved,Operations,Suresh Kumar,2024-07-27 00:09:16,2024-07-30 01:09:16,73.0,Yes,Yes
TKT-02153,Access/Login,Low,Resolved,Sales,Anjali Mehta,2023-08-16 02:31:36,2023-08-18 07:31:36,53.0,No,No
TKT-02154,Network,Low,Resolved,Legal,Suresh Kumar,2023-09-14 03:54:25,2023-09-15 14:54:25,35.0,No,No
TKT-02155,Printer,Medium,Closed,Operations,Rohit Verma,2023-07-06 03:47:15,2023-07-07 09:47:15,30.0,No,No
TKT-02156,Email,Medium,Closed,IT,Vikram Joshi,2023-10-07 21:28:07,2023-10-09 07:28:07,34.0,No,Yes
TKT-02157,Email,Low,In Progress,IT,Amit Sharma,2023-04-04 10:00:08,,,,No
TKT-02158,Email,Medium,Closed,IT,Vikram Joshi,2023-03-16 15:39:16,2023-03-18 01:39:16,34.0,No,No
TKT-02159,Email,Low,Resolved,Operations,Priya Singh,2023-04-29 17:58:18,2023-05-02 12:58:18,67.0,No,Yes
TKT-02160,Software,Medium,Closed,IT,Rohit Verma,2023-11-22 19:16:13,2023-11-24 09:16:13,38.0,No,No
TKT-02161,Software,Critical,Resolved,IT,Amit Sharma,2023-10-26 02:20:01,2023-10-26 07:20:01,5.0,Yes,No
TKT-02162,Email,High,Closed,IT,Amit Sharma,2023-09-18 15:59:45,2023-09-19 16:59:45,25.0,Yes,No
TKT-02163,Email,Medium,Resolved,Operations,Priya Singh,2023-05-20 21:28:25,2023-05-22 20:28:25,47.0,No,Yes
TKT-02164,Hardware,High,In Progress,IT,Suresh Kumar,2023-07-11 11:44:46,,,,No
TKT-02165,Hardware,Medium,Resolved,Marketing,Priya Singh,2023-01-27 12:45:02,2023-01-27 18:45:02,6.0,No,No
TKT-02166,Printer,High,Resolved,Sales,Anjali Mehta,2024-08-29 20:40:36,2024-08-30 03:40:36,7.0,No,No
TKT-02167,Software,High,Resolved,Legal,Rohit Verma,2023-10-23 03:41:11,2023-10-24 03:41:11,24.0,No,No
TKT-02168,Printer,Low,In Progress,Legal,Amit Sharma,2023-07-09 06:05:50,,,,Yes
TKT-02169,Software,Low,Resolved,HR,Suresh Kumar,2023-08-13 16:30:02,2023-08-16 22:30:02,78.0,Yes,Yes
TKT-02170,Access/Login,Medium,Resolved,HR,Rohit Verma,2024-08-29 15:36:12,2024-08-30 18:36:12,27.0,No,No
TKT-02171,Software,Medium,Resolved,HR,Suresh Kumar,2024-03-13 18:43:43,2024-03-14 03:43:43,9.0,No,No
TKT-02172,Network,Low,Open,Operations,Priya Singh,2024-09-03 19:24:51,,,,No
TKT-02173,Hardware,Medium,Resolved,Legal,Neha Gupta,2024-01-15 22:28:32,2024-01-18 06:28:32,56.0,Yes,No
TKT-02174,Software,Low,Closed,IT,Vikram Joshi,2023-05-26 21:48:02,2023-05-30 10:48:02,85.0,Yes,No
TKT-02175,Printer,Low,Closed,Legal,Neha Gupta,2023-06-09 19:23:33,2023-06-13 04:23:33,81.0,Yes,No
TKT-02176,Network,Medium,Resolved,HR,Amit Sharma,2023-05-04 17:24:01,2023-05-05 10:24:01,17.0,No,No
TKT-02177,Network,Low,Closed,Sales,Anjali Mehta,2024-08-12 02:31:04,2024-08-14 07:31:04,53.0,No,No
TKT-02178,Network,High,Resolved,Legal,Amit Sharma,2024-06-28 07:46:22,2024-06-29 02:46:22,19.0,No,No
TKT-02179,Email,Low,Resolved,Operations,Anjali Mehta,2023-01-03 03:36:30,2023-01-05 08:36:30,53.0,No,No
TKT-02180,Printer,Medium,Resolved,Legal,Neha Gupta,2024-03-06 16:21:40,2024-03-06 23:21:40,7.0,No,No
TKT-02181,Hardware,Critical,Closed,Finance,Anjali Mehta,2023-02-01 13:21:50,2023-02-01 16:21:50,3.0,No,No
TKT-02182,Network,Medium,Resolved,HR,Suresh Kumar,2024-02-07 08:52:15,2024-02-07 17:52:15,9.0,No,No
TKT-02183,Printer,Low,Resolved,Sales,Rohit Verma,2024-02-08 14:21:13,2024-02-09 23:21:13,33.0,No,No
TKT-02184,Email,Medium,Open,Sales,Amit Sharma,2023-04-14 17:04:58,,,,No
TKT-02185,Network,High,Resolved,Finance,Suresh Kumar,2023-05-17 21:32:09,2023-05-18 00:32:09,3.0,No,No
TKT-02186,Network,High,Closed,Operations,Vikram Joshi,2023-11-02 20:08:58,2023-11-03 20:08:58,24.0,No,No
TKT-02187,Email,High,Closed,Operations,Anjali Mehta,2024-05-11 07:34:09,2024-05-12 13:34:09,30.0,Yes,Yes
TKT-02188,Hardware,Medium,Open,HR,Anjali Mehta,2023-05-05 04:41:59,,,,No
TKT-02189,Software,Low,In Progress,Operations,Amit Sharma,2024-09-27 01:00:48,,,,No
TKT-02190,Network,Medium,Resolved,Finance,Suresh Kumar,2023-06-15 06:43:52,2023-06-17 13:43:52,55.0,Yes,No
TKT-02191,Network,Low,Closed,Operations,Anjali Mehta,2023-06-26 21:51:49,2023-06-27 20:51:49,23.0,No,No
TKT-02192,Access/Login,Low,Closed,Finance,Anjali Mehta,2024-12-11 13:40:49,2024-12-14 16:40:49,75.0,Yes,No
TKT-02193,Printer,Medium,Resolved,Legal,Anjali Mehta,2023-02-21 23:02:34,2023-02-23 11:02:34,36.0,No,No
TKT-02194,Hardware,Medium,Closed,IT,Priya Singh,2024-11-04 19:45:48,2024-11-05 18:45:48,23.0,No,No
TKT-02195,Access/Login,Critical,Resolved,Operations,Rohit Verma,2023-11-13 17:22:54,2023-11-13 19:22:54,2.0,No,No
TKT-02196,Printer,Medium,Closed,IT,Amit Sharma,2023-05-31 02:58:52,2023-06-01 08:58:52,30.0,No,No
TKT-02197,Printer,Low,Resolved,Finance,Vikram Joshi,2024-09-20 10:10:24,2024-09-23 22:10:24,84.0,Yes,No
TKT-02198,Software,High,Resolved,Finance,Anjali Mehta,2023-05-04 00:20:09,2023-05-04 04:20:09,4.0,No,No
TKT-02199,Software,Critical,Resolved,HR,Suresh Kumar,2024-07-14 01:09:04,2024-07-14 03:09:04,2.0,No,Yes
TKT-02200,Printer,Low,Resolved,Finance,Neha Gupta,2023-06-22 02:45:40,2023-06-23 06:45:40,28.0,No,No
TKT-02201,Network,Medium,Resolved,Marketing,Suresh Kumar,2024-11-15 17:50:34,2024-11-17 02:50:34,33.0,No,No
TKT-02202,Printer,Low,Resolved,Finance,Vikram Joshi,2023-04-03 05:30:01,2023-04-04 22:30:01,41.0,No,No
TKT-02203,Access/Login,Low,Resolved,IT,Priya Singh,2024-08-27 10:08:52,2024-08-28 03:08:52,17.0,No,No
TKT-02204,Printer,Medium,Resolved,IT,Amit Sharma,2024-02-20 21:24:04,2024-02-21 11:24:04,14.0,No,No
TKT-02205,Software,Medium,Resolved,Legal,Vikram Joshi,2024-10-01 08:02:09,2024-10-01 17:02:09,9.0,No,No
TKT-02206,Network,Medium,Resolved,Finance,Anjali Mehta,2024-04-11 15:24:44,2024-04-14 01:24:44,58.0,Yes,No
TKT-02207,Network,Low,Resolved,Finance,Amit Sharma,2024-06-03 07:07:33,2024-06-04 23:07:33,40.0,No,No
TKT-02208,Software,Critical,Closed,Marketing,Priya Singh,2024-03-18 11:18:56,2024-03-18 17:18:56,6.0,Yes,No
TKT-02209,Email,Low,Resolved,Legal,Anjali Mehta,2023-07-17 11:06:11,2023-07-20 15:06:11,76.0,Yes,No
TKT-02210,Hardware,Low,In Progress,HR,Priya Singh,2023-03-16 03:57:45,,,,No
TKT-02211,Printer,Critical,Open,Operations,Vikram Joshi,2024-05-06 08:29:43,,,,No
TKT-02212,Email,Low,In Progress,Sales,Vikram Joshi,2024-06-04 02:21:43,,,,No
TKT-02213,Hardware,Medium,Resolved,Marketing,Rohit Verma,2023-07-15 06:19:05,2023-07-16 03:19:05,21.0,No,Yes
TKT-02214,Email,Low,Resolved,Legal,Suresh Kumar,2024-06-13 18:27:09,2024-06-17 04:27:09,82.0,Yes,No
TKT-02215,Access/Login,Medium,Resolved,Finance,Rohit Verma,2023-12-31 12:08:22,2024-01-02 23:08:22,59.0,Yes,Yes
TKT-02216,Access/Login,High,Closed,IT,Priya Singh,2023-07-17 18:26:06,2023-07-17 20:26:06,2.0,No,No
TKT-02217,Hardware,Medium,Resolved,IT,Vikram Joshi,2023-12-01 12:29:22,2023-12-02 06:29:22,18.0,No,No
TKT-02218,Email,Critical,Resolved,Marketing,Suresh Kumar,2023-08-02 10:43:20,2023-08-02 14:43:20,4.0,No,No
TKT-02219,Printer,Low,Resolved,HR,Rohit Verma,2023-07-18 06:00:39,2023-07-18 17:00:39,11.0,No,No
TKT-02220,Network,Medium,Open,Finance,Amit Sharma,2023-04-07 06:20:48,,,,No
TKT-02221,Hardware,High,Closed,Operations,Anjali Mehta,2024-05-19 02:37:01,2024-05-19 11:37:01,9.0,No,Yes
TKT-02222,Access/Login,Medium,Closed,Marketing,Vikram Joshi,2023-02-12 22:02:45,2023-02-15 08:02:45,58.0,Yes,Yes
TKT-02223,Access/Login,High,Resolved,Operations,Suresh Kumar,2024-03-05 21:26:10,2024-03-06 07:26:10,10.0,No,No
TKT-02224,Access/Login,Medium,In Progress,Legal,Neha Gupta,2023-07-15 04:42:27,,,,Yes
TKT-02225,Printer,Low,Closed,HR,Anjali Mehta,2023-10-15 20:07:15,2023-10-17 17:07:15,45.0,No,Yes
TKT-02226,Software,High,Closed,Finance,Vikram Joshi,2024-11-08 08:17:55,2024-11-08 14:17:55,6.0,No,No
TKT-02227,Access/Login,Low,Resolved,Operations,Priya Singh,2024-04-18 13:41:03,2024-04-19 03:41:03,14.0,No,No
TKT-02228,Network,Medium,Open,Sales,Vikram Joshi,2023-03-25 11:16:50,,,,Yes
TKT-02229,Software,Medium,Resolved,Sales,Amit Sharma,2023-03-28 00:05:48,2023-03-28 16:05:48,16.0,No,No
TKT-02230,Hardware,Low,Resolved,HR,Priya Singh,2023-08-09 23:28:17,2023-08-12 14:28:17,63.0,No,No
TKT-02231,Printer,High,Resolved,Operations,Anjali Mehta,2023-11-06 02:38:28,2023-11-06 20:38:28,18.0,No,No
TKT-02232,Email,Critical,Open,Finance,Vikram Joshi,2024-12-04 09:02:42,,,,No
TKT-02233,Software,Critical,Resolved,Operations,Vikram Joshi,2023-06-23 00:27:31,2023-06-23 05:27:31,5.0,Yes,No
TKT-02234,Email,Low,Closed,Legal,Vikram Joshi,2023-01-31 04:18:19,2023-01-31 16:18:19,12.0,No,No
TKT-02235,Access/Login,High,Resolved,HR,Vikram Joshi,2023-08-16 06:15:05,2023-08-17 09:15:05,27.0,Yes,No
TKT-02236,Hardware,Low,Closed,Legal,Amit Sharma,2024-02-18 02:39:38,2024-02-21 11:39:38,81.0,Yes,Yes
TKT-02237,Printer,High,Resolved,Operations,Priya Singh,2023-02-08 10:37:36,2023-02-09 13:37:36,27.0,Yes,No
TKT-02238,Software,Critical,Closed,Operations,Suresh Kumar,2024-03-20 17:58:11,2024-03-21 02:58:11,9.0,Yes,No
TKT-02239,Hardware,Medium,Closed,Sales,Rohit Verma,2023-11-15 17:02:53,2023-11-17 09:02:53,40.0,No,No
TKT-02240,Hardware,Medium,Open,Finance,Priya Singh,2024-05-31 23:53:23,,,,No
TKT-02241,Email,Low,Resolved,IT,Anjali Mehta,2024-04-28 20:46:40,2024-05-02 03:46:40,79.0,Yes,Yes
TKT-02242,Access/Login,Low,Resolved,Legal,Rohit Verma,2023-01-28 08:10:06,2023-01-28 21:10:06,13.0,No,Yes
TKT-02243,Hardware,High,Closed,Legal,Vikram Joshi,2024-12-25 09:28:31,2024-12-25 21:28:31,12.0,No,No
TKT-02244,Printer,High,Closed,HR,Anjali Mehta,2024-05-21 20:05:25,2024-05-22 23:05:25,27.0,Yes,No
TKT-02245,Access/Login,High,Closed,Sales,Amit Sharma,2024-06-13 11:41:11,2024-06-14 08:41:11,21.0,No,No
TKT-02246,Printer,Low,Resolved,IT,Anjali Mehta,2023-01-27 21:03:41,2023-01-28 21:03:41,24.0,No,No
TKT-02247,Network,Low,Resolved,Legal,Priya Singh,2023-05-26 10:58:02,2023-05-30 00:58:02,86.0,Yes,No
TKT-02248,Access/Login,Low,Closed,Legal,Amit Sharma,2024-03-23 01:59:09,2024-03-24 06:59:09,29.0,No,Yes
TKT-02249,Email,Medium,Resolved,IT,Neha Gupta,2023-02-28 02:31:40,2023-03-01 15:31:40,37.0,No,No
TKT-02250,Hardware,Low,Resolved,Marketing,Rohit Verma,2023-05-08 06:19:19,2023-05-09 23:19:19,41.0,No,No
TKT-02251,Hardware,Medium,Closed,Operations,Priya Singh,2023-03-03 03:56:18,2023-03-04 08:56:18,29.0,No,No
TKT-02252,Software,Medium,Closed,Operations,Priya Singh,2023-12-24 20:23:40,2023-12-26 00:23:40,28.0,No,Yes
TKT-02253,Network,Medium,Resolved,Operations,Neha Gupta,2024-07-15 02:06:21,2024-07-16 18:06:21,40.0,No,No
TKT-02254,Printer,Medium,Resolved,Finance,Neha Gupta,2024-09-06 07:03:02,2024-09-08 18:03:02,59.0,Yes,No
TKT-02255,Access/Login,Medium,Closed,HR,Vikram Joshi,2023-09-17 00:35:02,2023-09-19 06:35:02,54.0,Yes,Yes
TKT-02256,Software,Low,Resolved,Legal,Amit Sharma,2024-08-01 10:31:28,2024-08-02 11:31:28,25.0,No,No
TKT-02257,Email,Low,Closed,Operations,Anjali Mehta,2023-03-27 05:14:19,2023-03-27 15:14:19,10.0,No,No
TKT-02258,Printer,Low,In Progress,IT,Priya Singh,2023-09-16 01:40:28,,,,Yes
TKT-02259,Email,Medium,Resolved,Finance,Priya Singh,2024-05-28 19:03:06,2024-05-29 09:03:06,14.0,No,No
TKT-02260,Email,Medium,Closed,Operations,Suresh Kumar,2024-08-19 04:59:20,2024-08-20 11:59:20,31.0,No,No
TKT-02261,Hardware,Low,Resolved,Marketing,Priya Singh,2023-03-19 04:56:20,2023-03-21 13:56:20,57.0,No,Yes
TKT-02262,Access/Login,Low,Resolved,Legal,Rohit Verma,2023-07-25 09:54:56,2023-07-26 05:54:56,20.0,No,No
TKT-02263,Access/Login,Low,In Progress,IT,Priya Singh,2024-04-06 02:33:19,,,,Yes
TKT-02264,Hardware,Low,Closed,Marketing,Anjali Mehta,2023-11-11 15:50:12,2023-11-14 00:50:12,57.0,No,Yes
TKT-02265,Network,Low,Open,Marketing,Amit Sharma,2024-01-07 00:52:40,,,,Yes
TKT-02266,Access/Login,High,Open,Operations,Suresh Kumar,2024-06-26 07:26:27,,,,No
TKT-02267,Printer,Low,Resolved,Marketing,Suresh Kumar,2023-03-06 15:28:44,2023-03-09 19:28:44,76.0,Yes,No
TKT-02268,Network,High,Resolved,Operations,Vikram Joshi,2023-06-18 06:54:37,2023-06-19 06:54:37,24.0,No,Yes
TKT-02269,Hardware,Low,Closed,Legal,Rohit Verma,2023-11-08 23:16:26,2023-11-10 15:16:26,40.0,No,No
TKT-02270,Network,Low,Closed,Operations,Rohit Verma,2023-06-08 10:31:36,2023-06-09 11:31:36,25.0,No,No
TKT-02271,Software,High,Resolved,Marketing,Suresh Kumar,2023-09-24 22:41:53,2023-09-25 14:41:53,16.0,No,Yes
TKT-02272,Email,Low,In Progress,Finance,Suresh Kumar,2024-02-22 01:15:26,,,,No
TKT-02273,Access/Login,Low,Resolved,Sales,Priya Singh,2024-04-03 07:21:40,2024-04-03 22:21:40,15.0,No,No
TKT-02274,Printer,Low,Resolved,Legal,Suresh Kumar,2023-05-03 03:11:02,2023-05-06 05:11:02,74.0,Yes,No
TKT-02275,Access/Login,Low,In Progress,Legal,Neha Gupta,2024-06-26 21:57:22,,,,No
TKT-02276,Hardware,Low,Resolved,Legal,Amit Sharma,2023-05-08 18:11:49,2023-05-09 07:11:49,13.0,No,No
TKT-02277,Access/Login,Low,Resolved,Operations,Suresh Kumar,2023-05-22 15:37:00,2023-05-23 02:37:00,11.0,No,No
TKT-02278,Network,Medium,Closed,Sales,Anjali Mehta,2024-07-17 02:32:59,2024-07-19 11:32:59,57.0,Yes,No
TKT-02279,Printer,Critical,In Progress,Operations,Anjali Mehta,2023-03-10 20:41:50,,,,No
TKT-02280,Network,Low,Resolved,Sales,Suresh Kumar,2024-09-07 13:56:24,2024-09-08 08:56:24,19.0,No,Yes
TKT-02281,Printer,High,Resolved,Operations,Rohit Verma,2024-12-19 03:08:33,2024-12-19 17:08:33,14.0,No,No
